source,target,similarity,weight,relation_definition,source_context_id,source_chapter_number,source_representative_context,target_context_id,target_chapter_number,target_representative_context
荀彧,袁绍,0.6621617078781128,0.6621617078781128,mutual_semantic_context_similarity,CONTEXT002987,10,昱谓荀彧曰：「某孤陋寡闻，不足当公之荐。公之乡人姓郭，名嘉，字奉孝，乃当今贤士，何不罗而致之？」彧猛省曰：「吾几忘却！」遂启操征聘郭嘉到兖州，共论天下之事。郭嘉荐光武嫡派子孙，淮南成德人：,CONTEXT003268,24,昱曰：「今董承等虽诛，尚有马腾，刘备，亦在此数，不可不除。」昱曰：「马腾屯军西凉，未可轻取；但当以书慰劳，勿使生疑，诱入京师图之，可也。刘备现在徐州，分布掎角之势，亦不可轻敌。况今袁绍屯兵官渡，常有图许都之心。若我一旦东征，刘备势必求救于绍。绍趁虚来袭，何以当之？」操曰：「非也，备乃人杰也。今若不击，待其羽翼既成，急难图矣。袁绍虽强，事多怀疑不决，何足忧乎？」
阚泽,鲁肃,0.6621314883232117,0.6621314883232117,mutual_semantic_context_similarity,CONTEXT004017,47,曹操于几案上翻覆将书看了十余次，忽然拍案张目大怒曰：「黄盖用苦肉计，令汝下诈降书，就中取事，却敢来戏侮我耶！」便教左右推出斩之。左右将阚泽簇下，泽面不改容，仰天大笑。操教牵回，叱曰：「吾已识破奸计，汝何故哂笑？」泽曰：「吾不笑你。吾笑黄公覆不识人耳。」操曰：「何不识人？」泽曰：「杀便杀，何必多问！」操曰：「吾自幼熟读,CONTEXT004523,82,」曹丕笑曰：「此欲退蜀兵故也。」即令召入。咨拜伏于丹墀。丕览表毕，遂问咨曰：「吴侯乃何如主也？」咨曰：「聪明仁智雄略之主也。」丕笑曰：「卿褒奖毋乃太甚？」咨曰：「臣非过誉也。吴侯纳鲁肃于凡品，是其聪明也；拔吕蒙于行阵，是其明也；获于禁而不害，是其仁也；取荆州兵不血刃，是其智也；据三江虎视天下，是其雄也；屈身于陛下，是其略也：--以此论之，岂不为聪明仁智雄略之主乎
吕布,陈宫,0.6595168709754944,0.6595168709754944,mutual_semantic_context_similarity,CONTEXT000880,4,时吕布已牵马至阁外，操惶遽，乃持刀跪下曰：「操有宝刀一口，献上恩相。」卓接视之，见其刀长尺余，七宝嵌饰，极其锋利，果宝刀也；遂递与吕布收了。操解鞘付布。卓引操出阁看马。操谢曰：「借愿试一,CONTEXT004138,19,陈宫在布侧大骂曹操奸贼，一箭射中其麾盖。操指宫恨曰：「吾誓杀汝！」遂引兵攻城。宫谓布曰：「曹操远来，势不能久。将军可以步骑出屯于外，宫将余众闭守于内。操若攻将军，宫引兵击其背；若来攻城
夏侯霸,王平,0.6584120988845825,0.6584120988845825,mutual_semantic_context_similarity,CONTEXT001281,111,正踌躇未决，忽报前军来报：「山后尘头大起，必有伏兵。」维急令退兵，师纂、邓忠，两军杀出。维且战且走，前面喊声大震，邓艾引兵杀到：三路夹攻，蜀兵大败。幸得夏侯霸引兵杀到，魏兵方退，救了姜维，欲再往祁山。霸曰：「祁山寨已被陈泰打破，鲍素阵亡，全寨人马皆退回汉中去了。」维不敢取董亭，急投山僻小路而回。后面邓艾急追，维令诸军前进，自为断后。,CONTEXT002865,93,，汝乘势攻之，彼必自相掩杀：可获全胜。」二将引兵受计而去。又唤关兴、张苞分付曰：「汝二人各引一军，伏于祁山要路；放过魏兵，却从魏兵来路，杀奔魏寨而去。」二人引兵受计去了。又令马岱、王平、张翼、张嶷四将，伏于寨外，四面迎击魏兵。孔明乃虚立寨栅，居中堆起柴草，以备火号；自引诸将退于寨后，以观动静。却说魏先锋曹遵、朱赞黄昏离寨，迤逦前进。二更左侧，遥望山前隐隐有兵行动
华歆,祢衡,0.6582530736923218,0.6582530736923218,mutual_semantic_context_similarity,CONTEXT000623,80,栗不已。只见阶下披甲持戈数百余人，皆是魏兵。帝泣谓群臣曰：「朕愿将天下禅于魏王，幸留残喘，以终天年。」贾诩曰：「魏王必不负陛下。陛下可急降诏，以安众心。」帝只得令陈群草禅国之诏，令华歆赍捧诏玺，引百官直至魏王宫献纳。曹丕大喜。开读诏曰：,CONTEXT002934,60,当下张松欲辞回。修曰：「公且暂居馆舍，容某再禀丞相，令公面君。」松谢而退。修入见操曰：「适来丞相何慢张松乎？」操曰：「言语不逊，吾故慢之。」修曰：「丞相尚容一祢衡，何不纳张松？」操曰：「祢衡文章，播于当今，吾故不忍杀之。松有何能？」修曰：「且无论其口似悬河，辩才无碍。适修以丞相所撰「孟德新书」示之，彼观一遍，即能暗诵。如此博闻强记，世所罕有
程昱,荀彧,0.6582262516021729,0.6582262516021729,mutual_semantic_context_similarity,CONTEXT002956,32,操看书毕，留辛毗于寨中，聚文武计议。程昱曰：「袁谭被袁尚攻击太急，不得已而来降，不可准信。」吕虔、满宠亦曰：「丞相既引兵至此，安可复舍表而助谭？」荀攸曰：「三公之言未善。以愚意度之，天下方有事，而刘表坐保江、汉之间，不敢,CONTEXT002987,10,昱谓荀彧曰：「某孤陋寡闻，不足当公之荐。公之乡人姓郭，名嘉，字奉孝，乃当今贤士，何不罗而致之？」彧猛省曰：「吾几忘却！」遂启操征聘郭嘉到兖州，共论天下之事。郭嘉荐光武嫡派子孙，淮南成德人：
华佗,吉平,0.6579545736312866,0.6579545736312866,mutual_semantic_context_similarity,CONTEXT000595,75,公大笑而起，谓众将曰：「此臂伸舒如故，并无痛矣。先生真神医也！」佗曰：「某为医一生，未尝见此。君侯真天神也！」后人有诗曰：治病须分内外科，世间妙艺苦无多。神威罕及惟关将，圣手能医说华佗。,CONTEXT000867,23,平知事已泄，纵步向前，扯住操耳而灌之。操推药泼地，砖皆迸裂。操未及言，左右已将吉平执下。操曰：「吾岂有疾，特试汝耳！汝果有害我之心！」遂唤二十个精壮狱卒，执平至后园拷问。操坐于亭上，将吉平缚倒于地。吉平面不改容，略无惧怯。操笑曰：「量汝是个医人，安敢下毒害我？必
程昱,荀攸,0.6570403575897217,0.6570403575897217,mutual_semantic_context_similarity,CONTEXT002956,32,操看书毕，留辛毗于寨中，聚文武计议。程昱曰：「袁谭被袁尚攻击太急，不得已而来降，不可准信。」吕虔、满宠亦曰：「丞相既引兵至此，安可复舍表而助谭？」荀攸曰：「三公之言未善。以愚意度之，天下方有事，而刘表坐保江、汉之间，不敢,CONTEXT003050,32,操看书毕，留辛毗于寨中，聚文武计议。程昱曰：「袁谭被袁尚攻击太急，不得已而来降，不可准信。」吕虔、满宠亦曰：「丞相既引兵至此，安可复舍表而助谭？」荀攸曰：「三公之言未善。以愚意度之，天下方有事，而刘表坐保江、汉之间，不敢展足，其无四方之志可知矣；袁氏据四州之地，带甲数十万，若二子和睦，共守成业，天下事未可知也。今其兄弟相攻，势穷
孙权,曹丕,0.6540275812149048,0.6540275812149048,mutual_semantic_context_similarity,CONTEXT001598,57,却说鲁肃送周瑜灵柩至芜湖，孙权接著，哭祭于前，命厚葬于本乡。瑜有两男一女，长男循，次男胤。权皆厚恤之。鲁肃曰：「肃碌碌庸才，误蒙公瑾重荐，其实不称所职。愿举一人以助主公。此人上通天文，下晓地理；谋略不减于管乐，,CONTEXT002417,80,曹丕听毕，便欲受诏。司马懿谏曰：「不可：虽然诏玺已至，殿下宜且上表谦辞，以绝天下之谤。」丕从之，令王朗作表，自称德薄，请别求大贤以嗣天位。帝览表，心甚惊疑，谓群臣曰：「魏王谦逊，如之奈
吉平,董承,0.6499085426330566,0.6499085426330566,mutual_semantic_context_similarity,CONTEXT000867,23,平知事已泄，纵步向前，扯住操耳而灌之。操推药泼地，砖皆迸裂。操未及言，左右已将吉平执下。操曰：「吾岂有疾，特试汝耳！汝果有害我之心！」遂唤二十个精壮狱卒，执平至后园拷问。操坐于亭上，将吉平缚倒于地。吉平面不改容，略无惧怯。操笑曰：「量汝是个医人，安敢下毒害我？必,CONTEXT003178,66,操闻言，怒目视帝，恨恨而出。左右或奏帝曰：「近闻魏公欲自立为王，不久必将篡位。」帝与伏后大哭。后曰：「妾父伏完常有杀操之心，妾今当修书一封，密与父图之。」帝曰：「昔董承为事不密，反遭大祸；今又恐泄漏，朕与汝皆休矣！」后曰：「旦夕如坐针毡，似此为人，不如早亡！妾看宦官之忠义可托者，莫如穆顺。当令寄此书。」乃即召穆顺入屏后，退去左右近侍。帝后大哭，告
关兴,张辽,0.6464753150939941,0.6464753150939941,mutual_semantic_context_similarity,CONTEXT000081,97,孔明大怒，把羽扇一招，左有马岱，右有张嶷，两路兵冲出。魏兵便退。行不到三十里，望见蜀兵背后火起，喊声不绝。两军杀出，左有关兴，右有张苞。山上矢石如雨，往下射来。魏兵大败。费耀知是中计，集退军望山谷中而走，人马困乏。背后关兴引生力军赶来，魏兵自相践踏及落涧身死者，不知其数。耀逃命而走，正遇山披口一彪军，乃,CONTEXT002042,50,齐发喊。操大惊，弃甲上马。众军多有不及收马者。早见四下火烟布合山口，一军摆开。为首乃燕人张翼德，横矛立马，大叫：「操贼走那里去！」诸军众将见了张飞，尽皆胆寒。许褚骑无鞍马来战张飞。张辽，徐晃二将，纵马也来夹攻。两边军马混战做一团。操先拨马走脱，诸将各自脱身。张飞从后赶来。操迤逦奔逃，追兵渐远，回顾众将多已带伤。
荀攸,郭嘉,0.6409064531326294,0.6409064531326294,mutual_semantic_context_similarity,CONTEXT003050,32,操看书毕，留辛毗于寨中，聚文武计议。程昱曰：「袁谭被袁尚攻击太急，不得已而来降，不可准信。」吕虔、满宠亦曰：「丞相既引兵至此，安可复舍表而助谭？」荀攸曰：「三公之言未善。以愚意度之，天下方有事，而刘表坐保江、汉之间，不敢展足，其无四方之志可知矣；袁氏据四州之地，带甲数十万，若二子和睦，共守成业，天下事未可知也。今其兄弟相攻，势穷,CONTEXT003850,23,帝览表，以付曹操。操遂使人召衡至。礼毕，操不命坐。祢衡仰天叹曰：「天地虽阔，何无一人也！」操曰：「吾手下有数十人，皆当世英雄，何谓无人？」衡曰：「愿闻。」操曰：「荀彧，荀攸，郭嘉，程昱，机深智远，虽萧何，陈平不及也。张辽[陈怡妏3]，许褚，乐进，李典，勇不可当，虽岑彭，马武不及也。吕虔，满宠，为从事；于禁，徐晃，为先锋。夏侯惇，天下奇才；曹子孝，世间福将。
太史慈,张辽,0.6387110352516174,0.6387110352516174,mutual_semantic_context_similarity,CONTEXT001304,15,太史慈正走，后军赶至三十里，却不赶了。太史慈走了五十里，人困马乏，芦苇之中，喊声忽起。慈急待走，两下里绊马索齐来，将马绊翻了，生擒太史慈，解投大寨。策知解到太史慈，亲自出营喝散士卒，自释,CONTEXT002042,50,齐发喊。操大惊，弃甲上马。众军多有不及收马者。早见四下火烟布合山口，一军摆开。为首乃燕人张翼德，横矛立马，大叫：「操贼走那里去！」诸军众将见了张飞，尽皆胆寒。许褚骑无鞍马来战张飞。张辽，徐晃二将，纵马也来夹攻。两边军马混战做一团。操先拨马走脱，诸将各自脱身。张飞从后赶来。操迤逦奔逃，追兵渐远，回顾众将多已带伤。
司马昭,曹叡,0.6370638608932495,0.6370638608932495,mutual_semantic_context_similarity,CONTEXT000803,108,也，主丧兵之兆。太傅只可回朝，不可伐魏。」恪大怒曰：「汝安敢出不利之言，以慢吾军心！」叱武士斩之。众皆告免，恪乃贬蒋延为庶人。仍催兵前进。丁奉曰：「魏以新城为总隘口，若先取得此城，司马昭破胆矣。」恪大喜，即趱兵直至新城。守城牙门将军张特，见吴兵大至，闭门坚守，恪令兵四面围定。早有流星马报入洛阳。主簿虞松告司马师曰：「今诸葛恪困新城，且未可与战：吴兵远来，人多粮少，,CONTEXT002473,94,来报喜。」孔明曰：「有何喜？」丰曰：「昔日孟达降魏，乃不得已也。彼时曹丕爱其才，时以骏马金珠赐之，曾同辇出入，封为散骑常侍，领新城太守，镇守上庸、金城等处，委以西南之任。自丕死后，曹叡即位，朝中多人嫉（左女右石），孟达日夜不安，常谓诸将曰：『吾本蜀将，势逼于此。』今累差心腹人，持书来见家父，教早晚代禀丞相：前者五路下川之时，曾有此意；今在新城，听知丞相伐魏，欲起
司马懿,司马昭,0.6313270926475525,0.6313270926475525,mutual_semantic_context_similarity,CONTEXT000705,95,却说魏主曹叡令张郃为先锋，与司马懿一同征进；一面令辛毗、孙礼二人领兵五万，往助曹真。二人奉诏而去。且说司马懿引二十万军，出关下寨，请先锋张郃至帐下曰：「诸葛亮生平谨慎，未敢造次行事。若吾用兵，先从子午谷迳取长安，早,CONTEXT000803,108,也，主丧兵之兆。太傅只可回朝，不可伐魏。」恪大怒曰：「汝安敢出不利之言，以慢吾军心！」叱武士斩之。众皆告免，恪乃贬蒋延为庶人。仍催兵前进。丁奉曰：「魏以新城为总隘口，若先取得此城，司马昭破胆矣。」恪大喜，即趱兵直至新城。守城牙门将军张特，见吴兵大至，闭门坚守，恪令兵四面围定。早有流星马报入洛阳。主簿虞松告司马师曰：「今诸葛恪困新城，且未可与战：吴兵远来，人多粮少，
吉平,董卓,0.6155021786689758,0.6155021786689758,mutual_semantic_context_similarity,CONTEXT000867,23,平知事已泄，纵步向前，扯住操耳而灌之。操推药泼地，砖皆迸裂。操未及言，左右已将吉平执下。操曰：「吾岂有疾，特试汝耳！汝果有害我之心！」遂唤二十个精壮狱卒，执平至后园拷问。操坐于亭上，将吉平缚倒于地。吉平面不改容，略无惧怯。操笑曰：「量汝是个医人，安敢下毒害我？必,CONTEXT003119,9,布曰：「昔日公说布，使杀丁建阳而投董卓；今卓上欺天子，下虐生灵，罪恶贯盈，人神共愤。公可传天子诏往郿坞，宣卓入朝，伏兵诛之，力扶汉室，共作忠臣。尊意若何？」肃曰：「我亦欲除此贼久矣，恨无同心者耳。今将军若此，是天赐也，
孙坚,孙策,0.611602783203125,0.611602783203125,mutual_semantic_context_similarity,CONTEXT001534,5,遥月见赤帻，四面围定，不敢近前。用箭射之，方知是计，遂向前取了赤帻。祖茂于林后杀出，挥双刀欲劈华雄；雄大喝一声，将祖茂一刀砍于马下。杀至天明，雄方引兵上关。程普，黄盖，韩当都来寻见孙坚，再收拾军马屯扎。坚为折了祖茂，伤感不已，星夜遣人报知袁绍。绍大惊曰：「不想孙文台败于华雄之手！」便聚众诸侯商议。众人都到，只有公孙瓒后至，绍请入帐列坐。绍曰：「前日鲍将军之弟不遵,CONTEXT001668,15,原来那寨后放火的，乃是两员健将：一人乃九江寿春人，姓蒋，名钦，字公奕；一人乃九江下蔡人，姓周，名泰，字幼平。二人皆遭世乱，聚人在扬子江中，劫掠为生；久闻孙策为江东豪杰，能招贤纳士，故特引其党三百余人，前来相投。策大喜，用为车前校尉，收得牛渚邸阁粮食、军器，并降卒四千余人，遂进兵神亭。
关羽,张飞,0.6051034927368164,0.6051034927368164,mutual_semantic_context_similarity,CONTEXT000126,27,操见关公横刀立马于桥上，令诸将勒住马匹，左右排开。关公见众人手中皆无军器，方始放心。操曰：「云长行何太速？」关公于马上欠身答曰：「关某前曾禀过丞相，今故主在河北，不由某不急去。累次造府，不,CONTEXT002178,5,瓒挥槊亲战吕布。战不数合，瓒败走。吕布纵赤兔马赶来。那马日行千里，飞走如风。看看赶上，布举画戟望瓒后心便刺。旁边一将，圆睁环眼，倒竖虎须，挺丈八蛇矛，飞马大叫：「三姓家奴休走！燕人张飞在此！」
李儒,董承,0.6000051498413086,0.6000051498413086,mutual_semantic_context_similarity,CONTEXT002738,4,卓从之，即日差人拜绍为渤海太守。九月朔，请帝升嘉德殿，大会文武。卓拔剑在手，对众曰：「天子暗弱，不足以君天下。今有策文一道，宜为宣读。」乃令李儒读策曰：「孝灵皇帝，早弃臣民；皇帝，海内仰望。而帝天资轻佻，威仪不恪，居丧慢惰：否德既彰，有忝大位。皇太后教无母仪，统政荒乱。永乐太后暴崩，众论惑焉。三纲之道，天地之纪，毋乃有阙？,CONTEXT003178,66,操闻言，怒目视帝，恨恨而出。左右或奏帝曰：「近闻魏公欲自立为王，不久必将篡位。」帝与伏后大哭。后曰：「妾父伏完常有杀操之心，妾今当修书一封，密与父图之。」帝曰：「昔董承为事不密，反遭大祸；今又恐泄漏，朕与汝皆休矣！」后曰：「旦夕如坐针毡，似此为人，不如早亡！妾看宦官之忠义可托者，莫如穆顺。当令寄此书。」乃即召穆顺入屏后，退去左右近侍。帝后大哭，告
王平,黄忠,0.5950236916542053,0.5950236916542053,mutual_semantic_context_similarity,CONTEXT002865,93,，汝乘势攻之，彼必自相掩杀：可获全胜。」二将引兵受计而去。又唤关兴、张苞分付曰：「汝二人各引一军，伏于祁山要路；放过魏兵，却从魏兵来路，杀奔魏寨而去。」二人引兵受计去了。又令马岱、王平、张翼、张嶷四将，伏于寨外，四面迎击魏兵。孔明乃虚立寨栅，居中堆起柴草，以备火号；自引诸将退于寨后，以观动静。却说魏先锋曹遵、朱赞黄昏离寨，迤逦前进。二更左侧，遥望山前隐隐有兵行动,CONTEXT004610,72,操正走之间，前面张飞引一枝兵截住，赵云引一枝兵从背后杀来，黄忠又引兵从褒州杀来。操大败。诸将保护曹操，夺路而走。方逃至斜谷界口，前面尘头忽起，一枝兵到。操曰：「此军若是伏兵，吾休矣！」及兵将近，乃操次子曹彰也。
曹操,李儒,0.5912020206451416,0.5912020206451416,mutual_semantic_context_similarity,CONTEXT002544,40,玄德闻之大哭。张飞曰：「事已如此，可先斩宋忠，随起兵渡江，夺了襄阳，杀了蔡氏、刘琮，然后与曹操交战。」玄德曰：「你且缄口，我自有斟酌。」乃叱宋忠曰：「你知众人作事，何不早来报我？今虽斩汝，无益于事，可速去。」忠拜谢，抱头鼠窜而去。,CONTEXT002738,4,卓从之，即日差人拜绍为渤海太守。九月朔，请帝升嘉德殿，大会文武。卓拔剑在手，对众曰：「天子暗弱，不足以君天下。今有策文一道，宜为宣读。」乃令李儒读策曰：「孝灵皇帝，早弃臣民；皇帝，海内仰望。而帝天资轻佻，威仪不恪，居丧慢惰：否德既彰，有忝大位。皇太后教无母仪，统政荒乱。永乐太后暴崩，众论惑焉。三纲之道，天地之纪，毋乃有阙？
太史慈,张飞,0.5864196419715881,0.5864196419715881,mutual_semantic_context_similarity,CONTEXT001304,15,太史慈正走，后军赶至三十里，却不赶了。太史慈走了五十里，人困马乏，芦苇之中，喊声忽起。慈急待走，两下里绊马索齐来，将马绊翻了，生擒太史慈，解投大寨。策知解到太史慈，亲自出营喝散士卒，自释,CONTEXT002178,5,瓒挥槊亲战吕布。战不数合，瓒败走。吕布纵赤兔马赶来。那马日行千里，飞走如风。看看赶上，布举画戟望瓒后心便刺。旁边一将，圆睁环眼，倒竖虎须，挺丈八蛇矛，飞马大叫：「三姓家奴休走！燕人张飞在此！」
刘璋,法正,0.5829904079437256,0.5829904079437256,mutual_semantic_context_similarity,CONTEXT000361,61,却说刘璋归寨，刘瑰等曰：「主公见今日席上光景乎？不如早回，免生后患。」刘璋曰：「吾兄刘玄德，非比他人。」众将曰：「虽玄德无此心，他手下人皆欲并西川，以图富贵。」璋曰：「汝等无间吾兄弟之情。,CONTEXT002783,60,「荆州刘皇叔，与主公同宗，仁慈宽厚，有长者风。赤壁鏖兵之后，操闻之而胆裂，何况张鲁乎？主公何不遣使结好，使为外援？可以拒曹操张鲁矣。」璋曰：「吾亦有此心久矣。谁可为使？」松曰：「非法正，孟达，不可往也。」璋即召二人入，修书一封，令法正为使，先通情好；次遣孟达领精兵五千，迎玄德入川为援。
陈宫,陈登,0.5812118053436279,0.5812118053436279,mutual_semantic_context_similarity,CONTEXT004138,19,陈宫在布侧大骂曹操奸贼，一箭射中其麾盖。操指宫恨曰：「吾誓杀汝！」遂引兵攻城。宫谓布曰：「曹操远来，势不能久。将军可以步骑出屯于外，宫将余众闭守于内。操若攻将军，宫引兵击其背；若来攻城,CONTEXT004165,19,是计；急与陈宫回徐州。到得城边叫门时，城上乱箭射下。糜竺在敌楼上喝曰：「汝夺吾主城池，今当仍还吾主，汝不得复入此城也。」布大怒曰：「陈珪何在？」竺曰：「吾已杀之矣。」布回顾宫曰：「陈登安在？」宫曰：「将军尚执迷而问此佞贼乎？」
司马师,曹叡,0.5708615779876709,0.5708615779876709,mutual_semantic_context_similarity,CONTEXT000672,119,晋帝司马炎，追谥司马懿为宣帝，伯父司马师为景帝，父司马昭为文帝，立七庙以光祖宗。那七庙？汉征西将军司马钧，钧生豫章太守司马亮，亮生颍川太守司马隽，隽生京兆尹司马防，防生宣帝司马懿，懿生景帝司马师，文帝司马昭；是为七庙也。,CONTEXT002473,94,来报喜。」孔明曰：「有何喜？」丰曰：「昔日孟达降魏，乃不得已也。彼时曹丕爱其才，时以骏马金珠赐之，曾同辇出入，封为散骑常侍，领新城太守，镇守上庸、金城等处，委以西南之任。自丕死后，曹叡即位，朝中多人嫉（左女右石），孟达日夜不安，常谓诸将曰：『吾本蜀将，势逼于此。』今累差心腹人，持书来见家父，教早晚代禀丞相：前者五路下川之时，曾有此意；今在新城，听知丞相伐魏，欲起
司马师,司马昭,0.5547434687614441,0.5547434687614441,mutual_semantic_context_similarity,CONTEXT000672,119,晋帝司马炎，追谥司马懿为宣帝，伯父司马师为景帝，父司马昭为文帝，立七庙以光祖宗。那七庙？汉征西将军司马钧，钧生豫章太守司马亮，亮生颍川太守司马隽，隽生京兆尹司马防，防生宣帝司马懿，懿生景帝司马师，文帝司马昭；是为七庙也。,CONTEXT000803,108,也，主丧兵之兆。太傅只可回朝，不可伐魏。」恪大怒曰：「汝安敢出不利之言，以慢吾军心！」叱武士斩之。众皆告免，恪乃贬蒋延为庶人。仍催兵前进。丁奉曰：「魏以新城为总隘口，若先取得此城，司马昭破胆矣。」恪大喜，即趱兵直至新城。守城牙门将军张特，见吴兵大至，闭门坚守，恪令兵四面围定。早有流星马报入洛阳。主簿虞松告司马师曰：「今诸葛恪困新城，且未可与战：吴兵远来，人多粮少，
周瑜,黄盖,0.49395647644996643,0.49395647644996643,mutual_semantic_context_similarity,CONTEXT001106,46,肃辞去，入帐见周瑜，瑜邀入帐后。肃曰：「今日何故痛责黄公覆？」瑜曰：「诸将怨否？」肃曰：「多有心中不安者。」瑜曰：「孔明之意若何？」肃曰：「他也埋怨都督忒薄情。」瑜笑曰：「今番须瞒过他也。」肃曰：「,CONTEXT004627,7,坚得书曰：「叵耐刘表！昔日断吾归路，今不乘时报恨，更待何时！」聚帐下程普，黄盖，韩当等商议。程普曰：「袁术多诈，未可准信。」坚曰：「吾自欲报雠，岂望袁术之助乎？」便差黄盖先来江边，安排战船，多装军器粮草，大船装载战马，克日兴师。江中细作探知，来报刘表。表大惊
司马昭,曹真,0.4936627745628357,0.4936627745628357,mutual_semantic_context_similarity,CONTEXT000803,108,也，主丧兵之兆。太傅只可回朝，不可伐魏。」恪大怒曰：「汝安敢出不利之言，以慢吾军心！」叱武士斩之。众皆告免，恪乃贬蒋延为庶人。仍催兵前进。丁奉曰：「魏以新城为总隘口，若先取得此城，司马昭破胆矣。」恪大喜，即趱兵直至新城。守城牙门将军张特，见吴兵大至，闭门坚守，恪令兵四面围定。早有流星马报入洛阳。主簿虞松告司马师曰：「今诸葛恪困新城，且未可与战：吴兵远来，人多粮少，,CONTEXT002691,95,却说魏主曹叡令张郃为先锋，与司马懿一同征进；一面令辛毗、孙礼二人领兵五万，往助曹真。二人奉诏而去。且说司马懿引二十万军，出关下寨，请先锋张郃至帐下曰：「诸葛亮生平谨慎，未敢造次行事。若吾用兵，先从子午谷迳取长安，早得多时矣。他非无谋，但恐有失，不肯弄险。今必出军
司马师,司马懿,0.45775410532951355,0.45775410532951355,mutual_semantic_context_similarity,CONTEXT000672,119,晋帝司马炎，追谥司马懿为宣帝，伯父司马师为景帝，父司马昭为文帝，立七庙以光祖宗。那七庙？汉征西将军司马钧，钧生豫章太守司马亮，亮生颍川太守司马隽，隽生京兆尹司马防，防生宣帝司马懿，懿生景帝司马师，文帝司马昭；是为七庙也。,CONTEXT000705,95,却说魏主曹叡令张郃为先锋，与司马懿一同征进；一面令辛毗、孙礼二人领兵五万，往助曹真。二人奉诏而去。且说司马懿引二十万军，出关下寨，请先锋张郃至帐下曰：「诸葛亮生平谨慎，未敢造次行事。若吾用兵，先从子午谷迳取长安，早
